date,symbol,action_code,reason
2024-06-25,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.00 元才能覆盖最小建议金额或一手门槛。
2024-07-04,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10001.10 元才能覆盖最小建议金额或一手门槛。
2024-07-05,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10001.10 元才能覆盖最小建议金额或一手门槛。
2024-07-10,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.20 元才能覆盖最小建议金额或一手门槛。
2024-07-11,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2024-07-16,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2024-07-17,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2024-07-19,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.70 元才能覆盖最小建议金额或一手门槛。
2024-07-22,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.90 元才能覆盖最小建议金额或一手门槛。
2024-07-23,511260,buy_open,当前建议金额只有 498.84 元，至少需要 12751.30 元才能覆盖最小建议金额或一手门槛。
2024-07-25,511260,buy_open,当前建议金额只有 99.77 元，至少需要 12764.30 元才能覆盖最小建议金额或一手门槛。
2024-07-26,511260,buy_open,当前建议金额只有 99.77 元，至少需要 12785.00 元才能覆盖最小建议金额或一手门槛。
2024-07-29,511260,buy_open,当前建议金额只有 99.77 元，至少需要 12794.60 元才能覆盖最小建议金额或一手门槛。
2024-07-30,511260,buy_open,当前建议金额只有 99.77 元，至少需要 12801.00 元才能覆盖最小建议金额或一手门槛。
2024-07-31,511260,buy_open,当前建议金额只有 698.37 元，至少需要 12816.30 元才能覆盖最小建议金额或一手门槛。
2024-08-01,511260,buy_open,当前建议金额只有 498.84 元，至少需要 12837.50 元才能覆盖最小建议金额或一手门槛。
2024-08-05,511260,buy_open,当前建议金额只有 99.77 元，至少需要 12875.60 元才能覆盖最小建议金额或一手门槛。
2024-08-06,511260,buy_open,当前建议金额只有 498.84 元，至少需要 12832.10 元才能覆盖最小建议金额或一手门槛。
2024-08-07,511260,buy_open,当前建议金额只有 99.77 元，至少需要 12866.00 元才能覆盖最小建议金额或一手门槛。
2024-08-08,511260,buy_open,当前建议金额只有 498.84 元，至少需要 12823.20 元才能覆盖最小建议金额或一手门槛。
2024-08-09,511010,buy_open,当前建议金额只有 99.77 元，至少需要 13572.20 元才能覆盖最小建议金额或一手门槛。
2024-08-14,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2024-08-15,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.90 元才能覆盖最小建议金额或一手门槛。
2024-08-16,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10001.00 元才能覆盖最小建议金额或一手门槛。
2024-08-19,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.70 元才能覆盖最小建议金额或一手门槛。
2024-08-20,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.90 元才能覆盖最小建议金额或一手门槛。
2024-08-21,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.00 元才能覆盖最小建议金额或一手门槛。
2024-08-22,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.20 元才能覆盖最小建议金额或一手门槛。
2024-08-23,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.50 元才能覆盖最小建议金额或一手门槛。
2024-08-26,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.80 元才能覆盖最小建议金额或一手门槛。
2024-08-28,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.00 元才能覆盖最小建议金额或一手门槛。
2024-09-04,511010,buy_open,当前建议金额只有 698.37 元，至少需要 13623.30 元才能覆盖最小建议金额或一手门槛。
2024-09-05,511010,buy_open,当前建议金额只有 698.37 元，至少需要 13631.90 元才能覆盖最小建议金额或一手门槛。
2024-09-06,511010,buy_open,当前建议金额只有 99.77 元，至少需要 13636.40 元才能覆盖最小建议金额或一手门槛。
2024-09-09,511010,buy_open,当前建议金额只有 498.84 元，至少需要 13643.70 元才能覆盖最小建议金额或一手门槛。
2024-09-11,511010,buy_open,当前建议金额只有 498.84 元，至少需要 13676.20 元才能覆盖最小建议金额或一手门槛。
2024-09-12,511260,buy_open,当前建议金额只有 498.84 元，至少需要 12890.00 元才能覆盖最小建议金额或一手门槛。
2024-09-24,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9997.70 元才能覆盖最小建议金额或一手门槛。
2024-09-25,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9998.00 元才能覆盖最小建议金额或一手门槛。
2024-09-26,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9993.80 元才能覆盖最小建议金额或一手门槛。
2024-10-08,512690,buy_open,信号虽达标，但扣除统一交易成本后优势不足，暂不操作。
2024-10-09,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.60 元才能覆盖最小建议金额或一手门槛。
2024-10-10,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10010.90 元才能覆盖最小建议金额或一手门槛。
2024-10-11,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10008.10 元才能覆盖最小建议金额或一手门槛。
2024-10-14,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10004.40 元才能覆盖最小建议金额或一手门槛。
2024-10-15,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10002.50 元才能覆盖最小建议金额或一手门槛。
2024-10-16,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.20 元才能覆盖最小建议金额或一手门槛。
2024-10-17,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2024-10-18,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.20 元才能覆盖最小建议金额或一手门槛。
2024-10-21,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.70 元才能覆盖最小建议金额或一手门槛。
2024-10-22,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.80 元才能覆盖最小建议金额或一手门槛。
2024-10-24,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.60 元才能覆盖最小建议金额或一手门槛。
2024-10-25,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.60 元才能覆盖最小建议金额或一手门槛。
2024-10-28,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.90 元才能覆盖最小建议金额或一手门槛。
2024-10-31,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.50 元才能覆盖最小建议金额或一手门槛。
2024-11-01,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10001.50 元才能覆盖最小建议金额或一手门槛。
2024-11-04,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.90 元才能覆盖最小建议金额或一手门槛。
2024-11-05,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.80 元才能覆盖最小建议金额或一手门槛。
2024-11-06,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2024-11-07,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.20 元才能覆盖最小建议金额或一手门槛。
2024-11-08,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10001.00 元才能覆盖最小建议金额或一手门槛。
2024-11-11,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.90 元才能覆盖最小建议金额或一手门槛。
2024-11-12,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.60 元才能覆盖最小建议金额或一手门槛。
2024-11-13,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.10 元才能覆盖最小建议金额或一手门槛。
2024-11-15,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.50 元才能覆盖最小建议金额或一手门槛。
2024-11-21,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.90 元才能覆盖最小建议金额或一手门槛。
2024-11-28,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.70 元才能覆盖最小建议金额或一手门槛。
2024-12-06,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.60 元才能覆盖最小建议金额或一手门槛。
2024-12-09,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.30 元才能覆盖最小建议金额或一手门槛。
2024-12-10,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.80 元才能覆盖最小建议金额或一手门槛。
2024-12-11,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.60 元才能覆盖最小建议金额或一手门槛。
2024-12-12,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.10 元才能覆盖最小建议金额或一手门槛。
2024-12-17,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2024-12-18,511260,buy_open,当前建议金额只有 99.77 元，至少需要 13262.80 元才能覆盖最小建议金额或一手门槛。
2024-12-19,511260,buy_open,当前建议金额只有 498.84 元，至少需要 13249.40 元才能覆盖最小建议金额或一手门槛。
2024-12-20,511260,buy_open,当前建议金额只有 498.84 元，至少需要 13312.70 元才能覆盖最小建议金额或一手门槛。
2024-12-23,511260,buy_open,当前建议金额只有 498.84 元，至少需要 13330.60 元才能覆盖最小建议金额或一手门槛。
2024-12-24,511260,buy_open,当前建议金额只有 498.84 元，至少需要 13303.00 元才能覆盖最小建议金额或一手门槛。
2024-12-25,511260,buy_open,当前建议金额只有 498.84 元，至少需要 13288.00 元才能覆盖最小建议金额或一手门槛。
2024-12-26,511260,buy_open,当前建议金额只有 498.84 元，至少需要 13283.80 元才能覆盖最小建议金额或一手门槛。
2024-12-27,511260,buy_open,当前建议金额只有 698.37 元，至少需要 13331.30 元才能覆盖最小建议金额或一手门槛。
2024-12-30,511260,buy_open,当前建议金额只有 698.37 元，至少需要 13311.00 元才能覆盖最小建议金额或一手门槛。
2024-12-31,511260,buy_open,当前建议金额只有 99.77 元，至少需要 13336.10 元才能覆盖最小建议金额或一手门槛。
2025-01-02,511260,buy_open,当前建议金额只有 99.77 元，至少需要 13405.50 元才能覆盖最小建议金额或一手门槛。
2025-01-06,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.00 元才能覆盖最小建议金额或一手门槛。
2025-01-20,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9998.20 元才能覆盖最小建议金额或一手门槛。
2025-01-24,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.40 元才能覆盖最小建议金额或一手门槛。
2025-01-27,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10004.50 元才能覆盖最小建议金额或一手门槛。
2025-02-05,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.90 元才能覆盖最小建议金额或一手门槛。
2025-02-06,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.80 元才能覆盖最小建议金额或一手门槛。
2025-02-07,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.20 元才能覆盖最小建议金额或一手门槛。
2025-02-12,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.40 元才能覆盖最小建议金额或一手门槛。
2025-02-13,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.10 元才能覆盖最小建议金额或一手门槛。
2025-02-14,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.60 元才能覆盖最小建议金额或一手门槛。
2025-02-17,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.80 元才能覆盖最小建议金额或一手门槛。
2025-02-18,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.00 元才能覆盖最小建议金额或一手门槛。
2025-02-19,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.70 元才能覆盖最小建议金额或一手门槛。
2025-02-20,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.80 元才能覆盖最小建议金额或一手门槛。
2025-02-21,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.50 元才能覆盖最小建议金额或一手门槛。
2025-02-24,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.10 元才能覆盖最小建议金额或一手门槛。
2025-02-25,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2025-02-26,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 9999.70 元才能覆盖最小建议金额或一手门槛。
2025-02-27,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.20 元才能覆盖最小建议金额或一手门槛。
2025-02-28,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.70 元才能覆盖最小建议金额或一手门槛。
2025-03-03,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.50 元才能覆盖最小建议金额或一手门槛。
2025-03-04,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10000.90 元才能覆盖最小建议金额或一手门槛。
2025-03-05,511990,park_in_money_etf,当前建议金额只有 1995.35 元，至少需要 10001.20 元才能覆盖最小建议金额或一手门槛。
2025-03-07,512690,buy_add,当前建议金额只有 28.84 元，至少需要 100.00 元才能覆盖最小建议金额或一手门槛。
2025-03-10,511990,park_in_money_etf,当前建议金额只有 1332.62 元，至少需要 10000.50 元才能覆盖最小建议金额或一手门槛。
2025-03-17,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.10 元才能覆盖最小建议金额或一手门槛。
2025-03-18,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 9998.60 元才能覆盖最小建议金额或一手门槛。
2025-04-07,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2025-04-23,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 9999.80 元才能覆盖最小建议金额或一手门槛。
2025-04-24,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.10 元才能覆盖最小建议金额或一手门槛。
2025-04-25,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.20 元才能覆盖最小建议金额或一手门槛。
2025-04-28,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 9999.50 元才能覆盖最小建议金额或一手门槛。
2025-04-29,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 9999.60 元才能覆盖最小建议金额或一手门槛。
2025-04-30,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10001.40 元才能覆盖最小建议金额或一手门槛。
2025-05-22,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2025-05-23,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10001.10 元才能覆盖最小建议金额或一手门槛。
2025-05-28,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.30 元才能覆盖最小建议金额或一手门槛。
2025-05-30,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10001.30 元才能覆盖最小建议金额或一手门槛。
2025-06-03,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.00 元才能覆盖最小建议金额或一手门槛。
2025-06-04,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.00 元才能覆盖最小建议金额或一手门槛。
2025-06-05,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.00 元才能覆盖最小建议金额或一手门槛。
2025-06-06,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.70 元才能覆盖最小建议金额或一手门槛。
2025-06-12,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.10 元才能覆盖最小建议金额或一手门槛。
2025-06-13,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.80 元才能覆盖最小建议金额或一手门槛。
2025-06-16,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.00 元才能覆盖最小建议金额或一手门槛。
2025-06-17,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2025-06-18,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.60 元才能覆盖最小建议金额或一手门槛。
2025-06-19,511260,buy_open,当前建议金额只有 499.79 元，至少需要 13463.60 元才能覆盖最小建议金额或一手门槛。
2025-06-20,511260,buy_open,当前建议金额只有 99.96 元，至少需要 13467.00 元才能覆盖最小建议金额或一手门槛。
2025-06-23,511260,buy_open,当前建议金额只有 499.79 元，至少需要 13463.90 元才能覆盖最小建议金额或一手门槛。
2025-07-09,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 9999.70 元才能覆盖最小建议金额或一手门槛。
2025-07-10,511990,park_in_money_etf,当前建议金额只有 1999.17 元，至少需要 10000.30 元才能覆盖最小建议金额或一手门槛。
2025-07-15,511990,park_in_money_etf,当前建议金额只有 1314.62 元，至少需要 10000.30 元才能覆盖最小建议金额或一手门槛。
2025-07-16,511990,park_in_money_etf,当前建议金额只有 1988.48 元，至少需要 10000.20 元才能覆盖最小建议金额或一手门槛。
2025-07-17,511990,park_in_money_etf,当前建议金额只有 1988.48 元，至少需要 10000.10 元才能覆盖最小建议金额或一手门槛。
2025-07-21,510500,buy_add,当前建议金额只有 81.53 元，至少需要 616.40 元才能覆盖最小建议金额或一手门槛。
2025-07-22,511990,park_in_money_etf,当前建议金额只有 1377.69 元，至少需要 9999.30 元才能覆盖最小建议金额或一手门槛。
2025-07-23,511990,park_in_money_etf,当前建议金额只有 2000.19 元，至少需要 9999.50 元才能覆盖最小建议金额或一手门槛。
2025-07-24,511990,park_in_money_etf,当前建议金额只有 2000.19 元，至少需要 9999.60 元才能覆盖最小建议金额或一手门槛。
2025-07-25,511990,park_in_money_etf,当前建议金额只有 2000.19 元，至少需要 10000.40 元才能覆盖最小建议金额或一手门槛。
2025-07-29,511990,park_in_money_etf,当前建议金额只有 2000.19 元，至少需要 9999.70 元才能覆盖最小建议金额或一手门槛。
